video,video_path,config_path,frame,timestamp_s,source_fps,bev_width,bev_height,target,target_available,vehicle_center_x,target_x,error_px,error_threshold_px,command,pseudo_left_offset_px,pseudo_right_offset_px,raw_left_detected,raw_right_detected,left_detected,right_detected,left_x_base,right_x_base,pseudo_left_x_base,center_x_base,pseudo_right_x_base,left_confidence,right_confidence,left_curvature,right_curvature,processing_ms,runtime_fps,lane_width_px,error_normalized,steering_raw,steering_filtered,steering_delta,steering_direction,steering_held,steering_saturated,controller_kp,controller_deadband_px,controller_smoothing_alpha,controller_max_step,controller_max_output,controller_hold_missing_frames
video_01,data/raw/test_video.mp4,config/test_video_params.json,113,3.934811,29.858562,480,600,center,1,240.0,302.249018,-62.249018,20.0,DIREITA,20.0,20.0,1,1,1,1,146.6900285156855,457.80800802849825,166.6900285156855,302.24901827209186,437.80800802849825,1.0,1.0,166613.84356895435,1339.9032881087408,165.4354,6.044655,311.11798,-0.400163,-0.320131,-0.31067,-0.003154,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,114,3.968144,29.858562,480,600,center,1,240.0,303.067467,-63.067467,20.0,DIREITA,20.0,20.0,1,1,1,1,146.34327097766663,459.791662417014,166.34327097766663,303.0674666973403,439.791662417014,1.0,1.0,115866.52048251512,1278.1767450427758,190.4065,5.251922,313.448391,-0.402411,-0.321928,-0.313484,-0.002815,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,115,4.001467,29.858562,480,600,center,1,240.0,303.809579,-63.809579,20.0,DIREITA,20.0,20.0,1,1,1,1,145.84199292771262,461.77716583352753,165.84199292771262,303.80957938062005,441.77716583352753,1.0,1.0,84253.66424878412,1228.227034162258,159.2254,6.280405,315.935173,-0.403941,-0.323153,-0.315902,-0.002417,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,116,4.034789,29.858562,480,600,center,1,240.0,304.247844,-64.247844,20.0,DIREITA,20.0,20.0,1,1,1,1,145.1023336912429,463.39335391099473,165.1023336912429,304.2478438011188,443.39335391099473,1.0,1.0,67228.0137176197,1171.737806371432,164.6797,6.072394,318.29102,-0.403705,-0.322964,-0.317667,-0.001766,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,117,4.068111,29.858562,480,600,center,1,240.0,304.512631,-64.512631,20.0,DIREITA,20.0,20.0,1,1,1,1,144.16787912214048,464.85738303388405,164.16787912214048,304.51263107801225,444.85738303388405,1.0,1.0,55219.782664165396,1121.1736558352475,157.882,6.333844,320.689504,-0.402337,-0.32187,-0.318718,-0.001051,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,118,4.101444,29.858562,480,600,center,1,240.0,304.588272,-64.588272,20.0,DIREITA,20.0,20.0,1,1,1,1,143.10938132391732,466.067162795185,163.10938132391732,304.5882720595512,446.067162795185,1.0,1.0,48235.42534549565,1074.161420404971,170.5665,5.862816,322.957781,-0.39998,-0.319984,-0.319034,-0.000316,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,119,4.134767,29.858562,480,600,center,1,240.0,304.306282,-64.306282,20.0,DIREITA,20.0,20.0,1,1,1,1,141.81733175484368,466.795231375236,161.81733175484368,304.30628156503985,446.795231375236,1.0,1.0,41333.378160017186,1025.4218331373174,183.0637,5.462579,324.9779,-0.395758,-0.316606,-0.318427,0.000607,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,120,4.168089,29.858562,480,600,center,1,240.0,303.396807,-63.396807,20.0,DIREITA,20.0,20.0,1,1,1,1,140.3560557598745,466.4375585044521,160.3560557598745,303.3968071321633,446.4375585044521,1.0,1.0,36424.65358353907,969.5581055014931,163.7836,6.105617,326.081503,-0.38884,-0.311072,-0.316588,0.001839,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,121,4.201422,29.858562,480,600,center,1,240.0,302.171817,-62.171817,20.0,DIREITA,20.0,20.0,1,1,1,1,138.62471107535285,465.71892229322157,158.62471107535285,302.1718166842872,445.71892229322157,1.0,1.0,34007.8634818322,918.1904510160642,168.3978,5.93832,327.094211,-0.380146,-0.304117,-0.313471,0.003118,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,122,4.234744,29.858562,480,600,center,1,240.0,300.863453,-60.863453,20.0,DIREITA,20.0,20.0,1,1,1,1,136.64745252302134,465.0794524953899,156.64745252302134,300.86345250920556,445.0794524953899,1.0,1.0,32644.135796440216,878.3045608845138,155.6767,6.423569,328.432,-0.37063,-0.296504,-0.309229,0.004242,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,123,4.268067,29.858562,480,600,center,1,240.0,299.797377,-59.797377,20.0,DIREITA,20.0,20.0,1,1,1,1,134.37976868998604,465.21498586474667,154.37976868998604,299.79737727736637,445.21498586474667,1.0,1.0,34716.8832510818,851.6494533341121,177.452,5.635327,330.835217,-0.361493,-0.289195,-0.30422,0.005009,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,124,4.3014,29.858562,480,600,center,1,240.0,299.764957,-59.764957,20.0,DIREITA,20.0,20.0,1,1,1,1,131.98202540502405,467.54788812298915,151.98202540502405,299.76495676400657,447.54788812298915,1.0,1.0,39130.53497704286,846.4216571326489,176.3255,5.671329,335.565863,-0.356204,-0.284963,-0.299406,0.004814,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,125,4.334722,29.858562,480,600,center,1,240.0,301.785471,-61.785471,20.0,DIREITA,20.0,20.0,1,1,1,1,129.5519297230839,474.0190123965335,149.5519297230839,301.78547105980874,454.0190123965335,1.0,1.0,46024.73020344858,875.6385692302523,169.4273,5.902237,344.467083,-0.358731,-0.286985,-0.296301,0.003105,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,126,4.368044,29.858562,480,600,center,1,240.0,308.587987,-68.587987,20.0,DIREITA,20.0,20.0,1,1,1,1,127.12139219734951,490.0545823467321,147.1213921973495,308.5879872720408,470.0545823467321,1.0,1.0,52705.161057756915,1008.091129772402,170.094,5.879102,362.93319,-0.377965,-0.302372,-0.297819,-0.001518,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,127,4.401367,29.858562,480,600,center,1,240.0,317.24699,-77.24699,20.0,DIREITA,20.0,20.0,1,1,1,1,124.82902543225299,509.66495465478596,144.829025432253,317.2469900435195,489.66495465478596,1.0,0.9880646319832131,57953.74312163101,1298.2027229191424,165.2129,6.052796,384.835929,-0.401454,-0.321163,-0.303655,-0.005836,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,128,4.4347,29.858562,480,600,center,1,240.0,323.44479,-83.44479,20.0,DIREITA,20.0,20.0,1,1,1,1,122.60493353554978,524.2846456947213,142.60493353554978,323.44478961513556,504.2846456947213,1.0,0.9818384213138875,61097.81164571192,1726.4392866046296,172.3922,5.800726,401.679712,-0.415479,-0.332383,-0.310837,-0.007182,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,129,4.468022,29.858562,480,600,center,1,240.0,327.559789,-87.559789,20.0,DIREITA,20.0,20.0,1,1,1,1,120.49117319561512,534.6284053957384,140.49117319561512,327.55978929567675,514.6284053957384,1.0,0.98438640410629,64759.0194976387,2327.6835612626332,167.8823,5.956554,414.137232,-0.422854,-0.338283,-0.317698,-0.006862,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,130,4.501344,29.858562,480,600,center,1,240.0,330.070702,-90.070702,20.0,DIREITA,20.0,20.0,1,1,1,1,118.58626266373612,541.5551415581292,138.58626266373614,330.0707021109327,521.5551415581292,1.0,0.9882667372226235,64199.15029270647,3156.834894519606,168.2579,5.943257,422.968879,-0.425898,-0.340718,-0.323453,-0.005755,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,131,4.534678,29.858562,480,600,center,1,240.0,331.39245,-91.39245,20.0,DIREITA,20.0,20.0,1,1,1,1,116.88970136791269,545.8951993385288,136.8897013679127,331.3924503532207,525.8951993385288,1.0,0.9911827194491161,61751.840120056106,4283.370885875509,152.2551,6.567924,429.005498,-0.426067,-0.340853,-0.327803,-0.00435,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,132,4.568,29.858562,480,600,center,1,240.0,331.549846,-91.549846,20.0,DIREITA,20.0,20.0,1,1,1,1,115.31492785452636,547.7847633678309,135.31492785452636,331.5498456111786,527.7847633678309,1.0,0.9933740138793363,56898.37945971129,5604.830219012264,166.4815,6.006673,432.469836,-0.423381,-0.338705,-0.330529,-0.002725,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,133,4.601322,29.858562,480,600,center,1,240.0,330.867582,-90.867582,20.0,DIREITA,20.0,20.0,1,1,1,1,113.8039442664958,547.931219222924,133.80394426649582,330.8675817447099,527.931219222924,1.0,0.9950207218860894,53540.99420403602,7141.248945431275,179.774,5.56254,434.127275,-0.418622,-0.334897,-0.331621,-0.001092,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,134,4.634656,29.858562,480,600,center,1,240.0,329.253473,-89.253473,20.0,DIREITA,20.0,20.0,1,1,1,1,112.41318536124282,546.0937613470804,132.41318536124282,329.25347335416166,526.0937613470804,1.0,0.9962581855614894,49720.558461473025,8181.023596070363,197.7207,5.057639,433.680576,-0.411609,-0.329287,-0.331038,0.000583,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,135,4.667978,29.858562,480,600,center,1,240.0,327.179047,-87.179047,20.0,DIREITA,20.0,20.0,1,1,1,1,111.17130576365457,543.1867876456071,131.17130576365457,327.1790467046308,523.1867876456071,1.0,0.9984019549595285,49001.77515172826,8436.175033368505,168.3247,5.940899,432.015482,-0.403592,-0.322874,-0.328997,0.002041,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,136,4.7013,29.858562,480,600,center,1,240.0,325.383737,-85.383737,20.0,DIREITA,20.0,20.0,1,1,1,1,110.1610151219441,540.606459105399,130.1610151219441,325.3837371136716,520.606459105399,1.0,0.9997339874162031,48377.3438906662,8798.56226361921,161.4404,6.194236,430.445444,-0.396723,-0.317378,-0.326092,0.002905,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,137,4.734622,29.858562,480,600,center,1,240.0,323.766488,-83.766488,20.0,DIREITA,20.0,20.0,1,1,1,1,109.26389806001869,538.2690784240572,129.26389806001868,323.7664882420379,518.2690784240572,1.0,1.0,50258.87013784185,9094.759698586357,164.1008,6.093816,429.00518,-0.390515,-0.312412,-0.322672,0.00342,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,138,4.767956,29.858562,480,600,center,1,240.0,322.372798,-82.372798,20.0,DIREITA,20.0,20.0,1,1,1,1,108.52286734956144,536.2227277518405,128.52286734956144,322.37279755070097,516.2227277518405,1.0,1.0,53763.383381576656,9460.561435677313,161.1628,6.204906,427.69986,-0.38519,-0.308152,-0.319042,0.00363,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,139,4.801278,29.858562,480,600,center,1,240.0,321.255005,-81.255005,20.0,DIREITA,20.0,20.0,1,1,1,1,107.92440494107376,534.5856042898635,127.92440494107376,321.2550046154686,514.5856042898635,1.0,1.0,57942.01006816005,10028.292132719645,169.6951,5.892922,426.661199,-0.380888,-0.30471,-0.315459,0.003583,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,140,4.8346,29.858562,480,600,center,1,240.0,320.319097,-80.319097,20.0,DIREITA,20.0,20.0,1,1,1,1,107.47281821753195,533.1653765621745,127.47281821753197,320.3190973898532,513.1653765621745,1.0,1.0,58886.90468211855,10734.387122973101,155.7303,6.421358,425.692558,-0.377357,-0.301886,-0.312066,0.003393,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,141,4.867933,29.858562,480,600,center,1,240.0,319.548808,-79.548808,20.0,DIREITA,20.0,20.0,1,1,1,1,107.09276108942221,532.0048541901409,127.09276108942221,319.54880763978156,512.0048541901409,1.0,1.0,62052.624946903605,11604.294392178655,156.706,6.381377,424.912093,-0.374425,-0.29954,-0.308934,0.003131,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,142,4.901256,29.858562,480,600,center,1,240.0,318.867991,-78.867991,20.0,DIREITA,20.0,20.0,1,1,1,1,106.76200331084473,530.9739778060947,126.76200331084473,318.8679905584697,510.9739778060947,1.0,1.0,64170.421473384034,12649.373395271452,174.0221,5.746397,424.211974,-0.371833,-0.297466,-0.306067,0.002867,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,143,4.934578,29.858562,480,600,center,1,240.0,318.187138,-78.187138,20.0,DIREITA,20.0,20.0,1,1,1,1,106.38363023863954,529.9906463468809,126.38363023863953,318.1871382927602,509.9906463468809,1.0,1.0,69928.38646767753,14195.804058595651,155.325,6.438114,423.607016,-0.369149,-0.29532,-0.30338,0.002687,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,144,4.9679,29.858562,480,600,center,1,240.0,317.443419,-77.443419,20.0,DIREITA,20.0,20.0,1,1,1,1,105.88646500082402,529.0003735274256,125.88646500082403,317.4434192641248,509.00037352742567,1.0,1.0,83906.63454660968,16178.720737429849,156.4184,6.39311,423.113909,-0.366064,-0.292851,-0.300748,0.002632,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,145,5.001233,29.858562,480,600,center,1,240.0,316.645813,-76.645813,20.0,DIREITA,20.0,20.0,1,1,1,1,105.38039900352112,527.9112264870153,125.38039900352112,316.64581274526813,507.91122648701526,1.0,1.0,95304.0799957736,19364.807875237442,159.4345,6.272168,422.530827,-0.362794,-0.290235,-0.29812,0.002628,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,146,5.034556,29.858562,480,600,center,1,240.0,315.618805,-75.618805,20.0,DIREITA,20.0,20.0,1,1,1,1,104.8079225740819,526.429687989829,124.80792257408189,315.6188052819554,506.42968798982895,1.0,1.0,120076.2985385991,23283.548652765272,189.361,5.280918,421.621765,-0.358704,-0.286964,-0.295331,0.002789,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,147,5.067878,29.858562,480,600,center,1,240.0,314.373103,-74.373103,20.0,DIREITA,20.0,20.0,1,1,1,1,104.24370595000019,524.5024996429518,124.24370595000019,314.373102796476,504.50249964295176,1.0,1.0,156941.5985093118,28130.47025505404,171.1457,5.842975,420.258794,-0.35394,-0.283152,-0.292286,0.003045,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,148,5.101211,29.858562,480,600,center,1,240.0,312.984714,-72.984714,20.0,DIREITA,20.0,20.0,1,1,1,1,103.67210218444924,522.2973267950501,123.67210218444924,312.98471448974965,502.29732679505014,1.0,1.0,211801.80910411704,34463.23961772811,164.1196,6.093117,418.625225,-0.348688,-0.27895,-0.288952,0.003334,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,149,5.134533,29.858562,480,600,center,1,240.0,311.499079,-71.499079,20.0,DIREITA,20.0,20.0,1,1,1,1,103.09171855185318,519.9064398583247,123.09171855185318,311.4990792050889,499.9064398583247,1.0,1.0,509932.66283493757,42759.83173656465,153.3298,6.521889,416.814721,-0.343074,-0.274459,-0.285329,0.003623,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,150,5.167856,29.858562,480,600,center,1,240.0,309.853666,-69.853666,20.0,DIREITA,20.0,20.0,1,1,1,1,102.58118814538386,517.1261429453788,122.58118814538386,309.8536655453813,497.1261429453788,1.0,1.0,999999.0,49195.78928619567,154.7877,6.460462,414.544955,-0.337014,-0.269611,-0.281399,0.003929,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,151,5.201189,29.858562,480,600,center,1,240.0,308.048925,-68.048925,20.0,DIREITA,20.0,20.0,1,1,1,1,102.09523305137817,514.0026174014566,122.09523305137819,308.0489252264174,494.00261740145663,1.0,1.0,931549.0115514742,50503.27297126566,171.7075,5.823857,411.907384,-0.330409,-0.264327,-0.277131,0.004268,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,152,5.234511,29.858562,480,600,center,1,240.0,306.160544,-66.160544,20.0,DIREITA,20.0,20.0,1,1,1,1,101.51057493163302,510.81051354271,121.51057493163302,306.1605442371715,490.81051354271,1.0,1.0,221872.47138319627,50377.713856350565,155.9655,6.411674,409.299939,-0.323286,-0.258629,-0.272506,0.004626,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,153,5.267833,29.858562,480,600,center,1,240.0,304.316486,-64.316486,20.0,DIREITA,20.0,20.0,1,1,1,1,101.0221878081181,507.6107840901802,121.0221878081181,304.3164859491491,487.6107840901802,1.0,1.0,132488.38403336104,44406.96433912338,180.2624,5.547469,406.588596,-0.316371,-0.253097,-0.267654,0.004852,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,154,5.301156,29.858562,480,600,center,1,240.0,302.705702,-62.705702,20.0,DIREITA,20.0,20.0,1,1,1,1,100.68077528431111,504.73062950296963,120.68077528431111,302.70570239364037,484.73062950296963,1.0,1.0,106115.1991595435,42242.65001263786,180.0726,5.553316,404.049854,-0.310386,-0.248309,-0.262817,0.004836,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,155,5.334489,29.858562,480,600,center,1,240.0,301.332738,-61.332738,20.0,DIREITA,20.0,20.0,1,1,1,1,100.50641905529237,502.1590560852271,120.50641905529237,301.3327375702597,482.1590560852271,1.0,1.0,102908.56994519525,41720.81215255045,151.4202,6.604139,401.652637,-0.305402,-0.244322,-0.258193,0.004624,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,156,5.367811,29.858562,480,600,center,1,240.0,300.003044,-60.003044,20.0,DIREITA,20.0,20.0,1,1,1,1,100.41289501423724,499.5931933006615,120.41289501423724,300.0030441574494,479.5931933006615,1.0,1.0,98384.45660034943,38270.287483297216,169.7116,5.892349,399.180298,-0.300631,-0.240505,-0.253771,0.004422,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,157,5.401133,29.858562,480,600,center,1,240.0,298.849102,-58.849102,20.0,DIREITA,20.0,20.0,1,1,1,1,100.40494860244044,497.2932556271778,120.40494860244044,298.84910211480917,477.2932556271778,1.0,1.0,95202.67842979734,35355.99493045406,157.3569,6.35498,396.888307,-0.296552,-0.237242,-0.249639,0.004132,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,158,5.434467,29.858562,480,600,center,1,240.0,297.973685,-57.973685,20.0,DIREITA,20.0,20.0,1,1,1,1,100.60248245546418,495.3448881695677,120.60248245546418,297.97368531251595,475.3448881695677,1.0,1.0,97588.96903735501,32316.251224905187,161.1787,6.204294,394.742406,-0.293729,-0.234983,-0.245975,0.003664,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,159,5.467789,29.858562,480,600,center,1,240.0,297.307747,-57.307747,20.0,DIREITA,20.0,20.0,1,1,1,1,100.87777499952614,493.7377185668285,120.87777499952614,297.3077467831773,473.7377185668285,1.0,1.0,81916.9087959786,30400.712487504363,161.9078,6.176355,392.859944,-0.291746,-0.233397,-0.242831,0.003144,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,160,5.501111,29.858562,480,600,center,1,240.0,296.838138,-56.838138,20.0,DIREITA,20.0,20.0,1,1,1,1,101.23010686370402,492.4461691103205,121.23010686370402,296.83813798701226,472.4461691103205,1.0,1.0,75146.55503053611,29308.799679492247,165.8525,6.029454,391.216062,-0.290572,-0.232457,-0.240237,0.002593,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,161,5.534433,29.858562,480,600,center,1,240.0,296.436423,-56.436423,20.0,DIREITA,20.0,20.0,1,1,1,1,101.58270825369831,491.290138133703,121.58270825369831,296.43642319370065,471.290138133703,1.0,1.0,78818.58169068229,28087.733779121318,157.0361,6.367963,389.70743,-0.289635,-0.231708,-0.238105,0.002132,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,162,5.567767,29.858562,480,600,center,1,240.0,296.065972,-56.065972,20.0,DIREITA,20.0,20.0,1,1,1,1,101.89757244904312,490.2343717447402,121.89757244904312,296.06597209689164,470.2343717447402,1.0,1.0,81185.76138904251,27484.62331761891,176.1092,5.678295,388.336799,-0.288749,-0.230999,-0.236329,0.001776,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,163,5.601089,29.858562,480,600,center,1,240.0,295.616227,-55.616227,20.0,DIREITA,20.0,20.0,1,1,1,1,102.09530582867858,489.1371490745154,122.09530582867858,295.616227451597,469.1371490745154,1.0,1.0,87235.5593977447,26932.73771312684,162.79,6.142883,387.041843,-0.287391,-0.229913,-0.234725,0.001604,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,164,5.634411,29.858562,480,600,center,1,240.0,295.048179,-55.048179,20.0,DIREITA,20.0,20.0,1,1,1,1,102.10941803078632,487.98693899103375,122.10941803078632,295.0481785109101,467.98693899103375,1.0,1.0,92507.61331118595,27242.932078569756,191.4029,5.224581,385.877521,-0.285314,-0.228251,-0.233106,0.001618,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,165,5.667744,29.858562,480,600,center,1,240.0,294.34041,-54.34041,20.0,DIREITA,20.0,20.0,1,1,1,1,101.9479448042971,486.7328755730231,121.9479448042971,294.34041018866014,466.7328755730231,1.0,1.0,105181.31879099537,27695.897189934298,183.2294,5.457639,384.784931,-0.282446,-0.225957,-0.231319,0.001787,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,166,5.701067,29.858562,480,600,center,1,240.0,293.4964,-53.4964,20.0,DIREITA,20.0,20.0,1,1,1,1,101.57516575342069,485.4176346434463,121.57516575342069,293.4964001984335,465.4176346434463,1.0,1.0,97573.0527073911,29076.10664133793,164.4556,6.080669,383.842469,-0.278741,-0.222993,-0.229237,0.002081,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,167,5.734389,29.858562,480,600,center,1,240.0,292.579828,-52.579828,20.0,DIREITA,20.0,20.0,1,1,1,1,101.1312890414368,484.028365973479,121.1312890414368,292.57982750745794,464.028365973479,1.0,1.0,98617.48605395405,31871.87252430605,177.946,5.619682,382.897077,-0.274642,-0.219714,-0.226857,0.002381,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,168,5.759389,29.858562,480,600,center,1,240.0,291.739705,-51.739705,20.0,DIREITA,20.0,20.0,1,1,1,1,100.71084906784061,482.768559994273,120.71084906784061,291.7397045310568,462.768559994273,1.0,1.0,81684.79515866801,35258.396164344165,160.0046,6.24982,382.057711,-0.270848,-0.216678,-0.224312,0.002545,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,169,5.792711,29.858562,480,600,center,1,240.0,290.878234,-50.878234,20.0,DIREITA,20.0,20.0,1,1,1,1,100.33838424665106,481.4180837332956,120.33838424665106,290.87823398997335,461.4180837332956,1.0,1.0,74113.12561118281,39310.80078997377,162.5276,6.152801,381.079699,-0.267021,-0.213617,-0.221638,0.002674,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,170,5.834367,29.858562,480,600,center,1,240.0,289.696917,-49.696917,20.0,DIREITA,20.0,20.0,1,1,1,1,99.72956757868128,479.6642659695699,119.72956757868128,289.6969167741256,459.6642659695699,1.0,1.0,68162.10783575114,49414.98220275754,175.7921,5.688538,379.934698,-0.261608,-0.209286,-0.21855,0.003088,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,171,5.867689,29.858562,480,600,center,1,240.0,288.285951,-48.285951,20.0,DIREITA,20.0,20.0,1,1,1,1,99.04186342241432,477.5300387459529,119.04186342241432,288.2859510841836,457.5300387459529,1.0,1.0,71906.83484336751,71445.3343992236,176.4002,5.668928,378.488175,-0.255152,-0.204121,-0.214943,0.003607,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,172,5.901022,29.858562,480,600,center,1,240.0,286.411862,-46.411862,20.0,DIREITA,20.0,20.0,1,1,1,1,97.92649334438744,474.89723134843155,117.92649334438744,286.41186234640946,454.89723134843155,1.0,1.0,61975.95981874844,115111.92810241079,173.8775,5.751175,376.970738,-0.246236,-0.196989,-0.210454,0.004489,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,173,5.934344,29.858562,480,600,center,1,240.0,284.256292,-44.256292,20.0,DIREITA,20.0,20.0,1,1,1,1,96.58734444431329,471.9252404166316,116.58734444431329,284.25629243047246,451.9252404166316,1.0,1.0,45822.170835831406,243408.5885870947,179.9301,5.557714,375.337896,-0.235821,-0.188657,-0.205005,0.005449,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
