video,video_path,config_path,frame,timestamp_s,source_fps,bev_width,bev_height,target,target_available,vehicle_center_x,target_x,error_px,error_threshold_px,command,pseudo_left_offset_px,pseudo_right_offset_px,raw_left_detected,raw_right_detected,left_detected,right_detected,left_x_base,right_x_base,pseudo_left_x_base,center_x_base,pseudo_right_x_base,left_confidence,right_confidence,left_curvature,right_curvature,processing_ms,runtime_fps
video_01,data/raw/test_video.mp4,config/test_video_params.json,46,1.693678,29.858562,480,600,center,1,240.0,247.683649,-7.683649,20.0,RETO,20.0,20.0,1,1,1,1,88.18777393352931,407.17952317839223,108.18777393352931,247.6836485559608,387.17952317839223,1.0,1.0,430327.2503676472,999999.0,168.475,5.935599
video_01,data/raw/test_video.mp4,config/test_video_params.json,47,1.727,29.858562,480,600,center,1,240.0,248.425555,-8.425555,20.0,RETO,20.0,20.0,1,1,1,1,89.19250812169255,407.658601378108,109.19250812169255,248.4255547499003,387.658601378108,1.0,1.0,999999.0,999999.0,163.3019,6.123627
video_01,data/raw/test_video.mp4,config/test_video_params.json,48,1.760322,29.858562,480,600,center,1,240.0,249.261778,-9.261778,20.0,RETO,20.0,20.0,1,1,1,1,90.42333146640058,408.10022388412835,110.42333146640058,249.26177767526445,388.10022388412835,1.0,1.0,258207.3448902315,864315.4928124929,171.3628,5.835572
video_01,data/raw/test_video.mp4,config/test_video_params.json,49,1.793644,29.858562,480,600,center,1,240.0,250.139001,-10.139001,20.0,RETO,20.0,20.0,1,1,1,1,91.7732938124219,408.5047089504025,111.7732938124219,250.1390013814122,388.5047089504025,1.0,1.0,126661.82640698546,999999.0,164.1279,6.092809
video_01,data/raw/test_video.mp4,config/test_video_params.json,50,1.835311,29.858562,480,600,center,1,240.0,250.974511,-10.974511,20.0,RETO,20.0,20.0,1,1,1,1,93.15070878896648,408.7983141840755,113.15070878896648,250.974511486521,388.7983141840755,1.0,1.0,57283.35609695716,999999.0,164.5505,6.077162
video_01,data/raw/test_video.mp4,config/test_video_params.json,51,1.868633,29.858562,480,600,center,1,240.0,251.806349,-11.806349,20.0,RETO,20.0,20.0,1,1,1,1,94.52119136647082,409.0915057992911,114.52119136647082,251.80634858288096,389.0915057992911,1.0,1.0,30501.186597981323,999999.0,164.289,6.086835
video_01,data/raw/test_video.mp4,config/test_video_params.json,52,1.901956,29.858562,480,600,center,1,240.0,252.711902,-12.711902,20.0,RETO,20.0,20.0,1,1,1,1,95.88061038606278,409.54319354802146,115.88061038606278,252.7119019670421,389.54319354802146,1.0,1.0,19164.459643369388,660444.4387620111,174.6442,5.725927
video_01,data/raw/test_video.mp4,config/test_video_params.json,53,1.935289,29.858562,480,600,center,1,240.0,253.67386,-13.67386,20.0,RETO,20.0,20.0,1,1,1,1,97.16937150552805,410.1783475847218,117.16937150552805,253.6738595451249,390.1783475847218,1.0,1.0,12686.20240695955,451185.8693677147,177.4838,5.634317
video_01,data/raw/test_video.mp4,config/test_video_params.json,54,1.968611,29.858562,480,600,center,1,240.0,254.639645,-14.639645,20.0,RETO,20.0,20.0,1,1,1,1,98.41009797726588,410.86919103935503,118.41009797726588,254.63964450831045,390.86919103935503,1.0,1.0,9320.895819422141,398995.4544485998,169.564,5.897478
video_01,data/raw/test_video.mp4,config/test_video_params.json,55,2.001933,29.858562,480,600,center,1,240.0,255.432984,-15.432984,20.0,RETO,20.0,20.0,1,1,1,1,99.33349924542509,411.53246806856936,119.33349924542509,255.43298365699724,391.53246806856936,1.0,1.0,6621.0244011934,608190.2006808771,178.5866,5.599524
video_01,data/raw/test_video.mp4,config/test_video_params.json,56,2.035267,29.858562,480,600,center,1,240.0,256.166402,-16.166402,20.0,RETO,20.0,20.0,1,1,1,1,100.05595507176119,412.2768485421359,120.05595507176119,256.16640180694856,392.2768485421359,1.0,1.0,4965.256817261327,816690.2134581369,173.4592,5.765044
video_01,data/raw/test_video.mp4,config/test_video_params.json,57,2.068589,29.858562,480,600,center,1,240.0,256.617217,-16.617217,20.0,RETO,20.0,20.0,1,1,1,1,100.09092881517336,413.14350434014864,120.09092881517336,256.617216577661,393.14350434014864,1.0,1.0,3453.3349348936613,750873.7858851684,190.4873,5.249694
video_01,data/raw/test_video.mp4,config/test_video_params.json,58,2.101911,29.858562,480,600,center,1,240.0,256.641377,-16.641377,20.0,RETO,20.0,20.0,1,1,1,1,99.19667725810197,414.0860771153534,119.19667725810197,256.6413771867277,394.0860771153534,1.0,1.0,2341.069856567983,980293.4153854629,167.9676,5.953529
video_01,data/raw/test_video.mp4,config/test_video_params.json,59,2.135233,29.858562,480,600,center,1,240.0,256.467917,-16.467917,20.0,RETO,20.0,20.0,1,1,1,1,97.88710611100267,415.04872761200164,117.88710611100267,256.46791686150215,395.04872761200164,1.0,1.0,1759.5561432821858,999999.0,156.0927,6.406449
video_01,data/raw/test_video.mp4,config/test_video_params.json,60,2.168567,29.858562,480,600,center,1,240.0,256.34772,-16.34772,20.0,RETO,20.0,20.0,1,1,1,1,96.76170461451416,415.93373624368564,116.76170461451414,256.3477204290999,395.93373624368564,1.0,1.0,1468.3906226735269,999999.0,177.2287,5.642427
video_01,data/raw/test_video.mp4,config/test_video_params.json,61,2.201889,29.858562,480,600,center,1,240.0,256.270052,-16.270052,20.0,RETO,20.0,20.0,1,1,1,1,95.76879713838987,416.7713072661738,115.76879713838987,256.2700522022818,396.7713072661738,1.0,1.0,1296.145070052293,999999.0,178.4083,5.60512
video_01,data/raw/test_video.mp4,config/test_video_params.json,62,2.235211,29.858562,480,600,center,1,240.0,256.149043,-16.149043,20.0,RETO,20.0,20.0,1,1,1,1,94.78555918916098,417.51252598499434,114.78555918916098,256.1490425870777,397.51252598499434,1.0,1.0,1182.6409654082993,434226.6789791463,162.1119,6.168579
video_01,data/raw/test_video.mp4,config/test_video_params.json,63,2.268544,29.858562,480,600,center,1,240.0,255.961957,-15.961957,20.0,RETO,20.0,20.0,1,1,1,1,93.71763173237348,418.2062832600775,113.71763173237348,255.96195749622547,398.2062832600775,1.0,1.0,1102.956783606297,410048.76627096,169.9804,5.883031
