video,video_path,config_path,frame,timestamp_s,source_fps,bev_width,bev_height,target,target_available,vehicle_center_x,target_x,error_px,error_threshold_px,command,pseudo_left_offset_px,pseudo_right_offset_px,raw_left_detected,raw_right_detected,left_detected,right_detected,left_x_base,right_x_base,pseudo_left_x_base,center_x_base,pseudo_right_x_base,left_confidence,right_confidence,left_curvature,right_curvature,processing_ms,runtime_fps,lane_width_px,error_normalized,steering_raw,steering_filtered,steering_delta,steering_direction,steering_held,steering_saturated
video_02,data/raw/video_02.mp4,config/video_02_params.json,278,9.266667,30.0,400,600,center,1,200.0,239.1312,-39.1312,20.0,DIREITA,20.0,20.0,1,1,1,1,76.69182092370139,401.5705789781417,96.69182092370139,239.13119995092157,381.5705789781417,1.0,1.0,108549.59458753082,15989.324389165224,308.0609,3.246111,324.878758,-0.240897,-0.192718,-0.197716,0.001666,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,279,9.3,30.0,400,600,center,1,200.0,238.692454,-38.692454,20.0,DIREITA,20.0,20.0,1,1,1,1,76.39203160089963,400.992877286774,96.39203160089963,238.69245444383682,380.992877286774,1.0,1.0,110740.04780063497,17037.584357392963,296.6404,3.371085,324.600846,-0.2384,-0.19072,-0.195967,0.001749,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,280,9.333333,30.0,400,600,center,1,200.0,238.242322,-38.242322,20.0,DIREITA,20.0,20.0,1,1,1,1,76.02999880889352,400.4546448208,96.02999880889352,238.24232181484675,380.4546448208,1.0,1.0,112263.93101261562,18518.1604390502,281.3447,3.554359,324.424646,-0.235755,-0.188604,-0.194126,0.001841,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,281,9.366667,30.0,400,600,center,1,200.0,237.825361,-37.825361,20.0,DIREITA,20.0,20.0,1,1,1,1,75.633124810751,400.01759680241037,95.633124810751,237.82536080658068,380.01759680241037,1.0,1.0,121508.20989456143,20403.131816636724,277.6207,3.602037,324.384472,-0.233213,-0.186571,-0.192237,0.001889,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,282,9.4,30.0,400,600,center,1,200.0,237.399253,-37.399253,20.0,DIREITA,20.0,20.0,1,1,1,1,75.18779774551652,399.61070833005783,95.18779774551652,237.39925303778722,379.61070833005783,1.0,1.0,125052.95835201531,22147.431673491672,293.1379,3.411364,324.422911,-0.230559,-0.184447,-0.19029,0.001948,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,283,9.433333,30.0,400,600,center,1,200.0,237.027751,-37.027751,20.0,DIREITA,20.0,20.0,1,1,1,1,74.70447962209988,399.3510220623052,94.70447962209988,237.02775084220255,379.3510220623052,1.0,1.0,135354.02093837236,24284.621827223335,307.6036,3.250937,324.646542,-0.228111,-0.182489,-0.18834,0.00195,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,284,9.466667,30.0,400,600,center,1,200.0,236.627075,-36.627075,20.0,DIREITA,20.0,20.0,1,1,1,1,74.1083130861739,399.14583625248133,94.1083130861739,236.6270746693276,379.14583625248133,1.0,1.0,142674.90551246423,26303.086874431345,281.7435,3.549328,325.037523,-0.225371,-0.180297,-0.186329,0.002011,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,285,9.5,30.0,400,600,center,1,200.0,236.197829,-36.197829,20.0,DIREITA,20.0,20.0,1,1,1,1,73.47705677335917,398.91860175199184,93.47705677335917,236.1978292626755,378.91860175199184,1.0,1.0,169873.9651451417,28469.33602513388,284.7677,3.511634,325.441545,-0.222454,-0.177963,-0.184237,0.002091,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,286,9.533333,30.0,400,600,center,1,200.0,235.67391,-35.67391,20.0,DIREITA,20.0,20.0,1,1,1,1,72.69629883403196,398.6515218249911,92.69629883403196,235.67391032951156,378.6515218249911,1.0,1.0,152520.26631938765,32083.343393632716,288.3962,3.467452,325.955223,-0.218888,-0.175111,-0.181956,0.002282,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,287,9.566667,30.0,400,600,center,1,200.0,235.094974,-35.094974,20.0,DIREITA,20.0,20.0,1,1,1,1,71.88105411375511,398.3088942585008,91.88105411375511,235.09497418612793,378.3088942585008,1.0,1.0,146052.91079736358,36884.45524895577,244.8878,4.083503,326.42784,-0.215024,-0.17202,-0.179472,0.002484,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,288,9.6,30.0,400,600,center,1,200.0,234.492073,-34.492073,20.0,DIREITA,20.0,20.0,1,1,1,1,71.05207417514852,397.9320711740969,91.05207417514852,234.49207267462273,377.9320711740969,1.0,1.0,139672.56773564356,43837.64910705503,247.8079,4.035384,326.879997,-0.211038,-0.168831,-0.176811,0.00266,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,289,9.633333,30.0,400,600,center,1,200.0,233.828341,-33.828341,20.0,DIREITA,20.0,20.0,1,1,1,1,70.22090788519074,397.43577399776245,90.22090788519074,233.8283409414766,377.43577399776245,1.0,1.0,135635.70147524503,53767.76068510339,259.2375,3.857467,327.214866,-0.206765,-0.165412,-0.173962,0.00285,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,290,9.666667,30.0,400,600,center,1,200.0,233.018742,-33.018742,20.0,DIREITA,20.0,20.0,1,1,1,1,69.32360617019934,396.7138778152471,89.32360617019934,233.0187419927232,376.7138778152471,1.0,1.0,138916.0290272424,75643.77048893299,370.7548,2.6972,327.390272,-0.201709,-0.161367,-0.170813,0.003149,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,291,9.7,30.0,400,600,center,1,200.0,231.963634,-31.963634,20.0,DIREITA,20.0,20.0,1,1,1,1,68.2624661495289,395.6648015043547,88.2624661495289,231.96363382694182,375.6648015043547,1.0,1.0,135921.2388576902,119455.72190768862,314.2948,3.181726,327.402335,-0.195256,-0.156205,-0.167161,0.003652,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,292,9.733333,30.0,400,600,center,1,200.0,230.796655,-30.796655,20.0,DIREITA,20.0,20.0,1,1,1,1,67.18821491619997,394.4050946180209,87.18821491619997,230.79665476711043,374.4050946180209,1.0,1.0,141765.18570608916,267776.88306573953,308.6001,3.24044,327.21688,-0.188234,-0.150587,-0.163017,0.004143,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,293,9.766667,30.0,400,600,center,1,200.0,229.470136,-29.470136,20.0,DIREITA,20.0,20.0,1,1,1,1,66.02487126660216,392.9153999395097,86.02487126660216,229.47013560305595,372.9153999395097,1.0,1.0,137349.47962172067,999999.0,400.6479,2.495957,326.890529,-0.180306,-0.144245,-0.158324,0.004693,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,294,9.8,30.0,400,600,center,1,200.0,227.962124,-27.962124,20.0,DIREITA,20.0,20.0,1,1,1,1,64.73164545887226,391.19260196327036,84.73164545887226,227.9621237110713,371.19260196327036,1.0,1.0,129798.26351517704,999999.0,370.7247,2.697419,326.460957,-0.171305,-0.137044,-0.153004,0.00532,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,295,9.833333,30.0,400,600,center,1,200.0,226.275826,-26.275826,20.0,DIREITA,20.0,20.0,1,1,1,1,63.30246755996325,389.2491850723687,83.30246755996325,226.275826316166,369.2491850723687,1.0,1.0,133940.17250256482,790540.7613403008,417.8341,2.393294,325.946718,-0.161228,-0.128982,-0.146999,0.006005,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,296,9.866667,30.0,400,600,center,1,200.0,224.499109,-24.499109,20.0,DIREITA,20.0,20.0,1,1,1,1,61.82021032555541,387.17800723012306,81.82021032555541,224.49910877783924,367.17800723012306,1.0,1.0,128667.45770049836,796054.4047875252,348.7681,2.867235,325.357797,-0.150598,-0.120478,-0.140369,0.00663,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,297,9.9,30.0,400,600,center,1,200.0,222.79558,-22.79558,20.0,DIREITA,20.0,20.0,1,1,1,1,60.38988312966244,385.20127763156603,80.38988312966244,222.7955803806142,365.20127763156603,1.0,1.0,128557.06511697895,645592.2782132912,254.0596,3.936084,324.811395,-0.140362,-0.11229,-0.133349,0.00702,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,298,9.933333,30.0,400,600,center,1,200.0,221.268048,-21.268048,20.0,DIREITA,20.0,20.0,1,1,1,1,59.106012065936675,383.43008306875385,79.10601206593668,221.26804756734523,363.43008306875385,1.0,1.0,130273.48470091786,838439.9235544219,264.545,3.780075,324.324071,-0.131153,-0.104922,-0.126242,0.007107,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,299,9.966667,30.0,400,600,center,1,200.0,220.000311,-20.000311,20.0,DIREITA,20.0,20.0,1,1,1,1,57.99753092157048,382.00309015638675,77.99753092157047,220.00031053897862,362.00309015638675,1.0,1.0,126498.17802895032,999999.0,282.3305,3.541948,324.005559,-0.123457,-0.098765,-0.119373,0.006869,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,300,10.0,30.0,400,600,center,1,200.0,219.027203,-19.027203,20.0,RETO,20.0,20.0,1,1,1,1,57.11194959774024,380.9424564162692,77.11194959774025,219.02720300700472,360.9424564162692,1.0,1.0,121381.21024183418,999999.0,220.1663,4.542021,323.830507,-0.117513,-0.094011,-0.113032,0.006341,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,301,10.033333,30.0,400,600,center,1,200.0,218.312231,-18.312231,20.0,RETO,20.0,20.0,1,1,1,1,56.395427009261944,380.2290359221978,76.39542700926194,218.31223146572987,360.2290359221978,1.0,1.0,131520.7446891813,999999.0,272.4386,3.670552,323.833609,-0.113097,-0.090477,-0.107394,0.005639,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,302,10.066667,30.0,400,600,center,1,200.0,217.860059,-17.860059,20.0,RETO,20.0,20.0,1,1,1,1,55.87672347225977,379.8433941815355,75.87672347225977,217.8600588268976,359.8433941815355,1.0,1.0,147263.81787202175,999999.0,229.1699,4.363575,323.966671,-0.110259,-0.088207,-0.102597,0.004797,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,303,10.1,30.0,400,600,center,1,200.0,217.586559,-17.586559,20.0,RETO,20.0,20.0,1,1,1,1,55.52074634894107,379.65237234582133,75.52074634894106,217.5865593473812,359.65237234582133,1.0,1.0,207187.05920564424,999999.0,222.3121,4.498181,324.131626,-0.108515,-0.086812,-0.098651,0.003946,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,304,10.133333,30.0,400,600,center,1,200.0,217.432552,-17.432552,20.0,RETO,20.0,20.0,1,1,1,1,55.250172710908274,379.6149317858123,75.25017271090827,217.43255224836028,359.6149317858123,1.0,1.0,272755.2041577983,999999.0,242.139,4.129859,324.364759,-0.107487,-0.08599,-0.095485,0.003165,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,305,10.166667,30.0,400,600,center,1,200.0,217.390336,-17.390336,20.0,RETO,20.0,20.0,1,1,1,1,55.060771169805804,379.71990037996596,75.0607711698058,217.3903357748859,359.71990037996596,1.0,1.0,462881.12464464764,552703.0153996834,272.6842,3.667246,324.659129,-0.10713,-0.085704,-0.09304,0.002445,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,306,10.2,30.0,400,600,center,1,200.0,217.448115,-17.448115,20.0,RETO,20.0,20.0,1,1,1,1,54.91288388944181,379.9833462772379,74.91288388944182,217.44811508333984,359.9833462772379,1.0,1.0,682443.7220302814,376337.5262077133,225.404,4.436478,325.070462,-0.10735,-0.08588,-0.09125,0.00179,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,307,10.233333,30.0,400,600,center,1,200.0,217.579136,-17.579136,20.0,RETO,20.0,20.0,1,1,1,1,54.82300896533481,380.33526318171414,74.82300896533481,217.57913607352447,360.33526318171414,1.0,1.0,695874.8220528113,220113.98640239224,259.5492,3.852834,325.512254,-0.108009,-0.086407,-0.090039,0.001211,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,308,10.266667,30.0,400,600,center,1,200.0,217.80403,-17.80403,20.0,RETO,20.0,20.0,1,1,1,1,54.826487099967444,380.7815726651763,74.82648709996744,217.8040298825719,360.7815726651763,1.0,1.0,484840.57153044885,109840.6432346421,213.8917,4.675263,325.955086,-0.109242,-0.087394,-0.089378,0.000661,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,309,10.3,30.0,400,600,center,1,200.0,218.133264,-18.133264,20.0,RETO,20.0,20.0,1,1,1,1,54.9341500052129,381.33237763992037,74.9341500052129,218.13326382256662,361.33237763992037,1.0,1.0,363363.89995153697,61613.42189190996,227.5907,4.393853,326.398228,-0.111111,-0.088889,-0.089256,0.000122,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,310,10.333333,30.0,400,600,center,1,200.0,218.54544,-18.54544,20.0,RETO,20.0,20.0,1,1,1,1,55.07022203411598,382.0206587519191,75.07022203411597,218.54544039301754,362.0206587519191,1.0,1.0,189800.26909479414,45039.336042664996,238.8487,4.186751,326.950437,-0.113445,-0.090756,-0.089631,-0.000375,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,311,10.366667,30.0,400,600,center,1,200.0,219.071194,-19.071194,20.0,RETO,20.0,20.0,1,1,1,1,55.26569898772086,382.8766882021275,75.26569898772087,219.07119359492418,362.8766882021275,1.0,1.0,126304.38789046336,39073.51118806256,231.8452,4.313223,327.610989,-0.116426,-0.093141,-0.090508,-0.000877,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,312,10.4,30.0,400,600,center,1,200.0,219.696693,-19.696693,20.0,RETO,20.0,20.0,1,1,1,1,55.5870349507693,383.80635032307714,75.5870349507693,219.69669263692322,363.80635032307714,1.0,1.0,96828.10579341788,31754.241244052977,239.7317,4.17133,328.219315,-0.120022,-0.096017,-0.091885,-0.001377,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,313,10.433333,30.0,400,600,center,1,200.0,220.482397,-20.482397,20.0,DIREITA,20.0,20.0,1,1,1,1,56.08011925144721,384.8846741766519,76.0801192514472,220.48239671404954,364.8846741766519,1.0,1.0,74473.5567794314,24716.714003393965,235.8576,4.239846,328.804555,-0.124587,-0.09967,-0.093832,-0.001946,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,314,10.466667,30.0,400,600,center,1,200.0,221.41826,-21.41826,20.0,DIREITA,20.0,20.0,1,1,1,1,56.80456075229687,386.03195960079046,76.80456075229688,221.4182601765437,366.03195960079046,1.0,1.0,55472.999684943905,18174.778785017836,326.7314,3.060618,329.227399,-0.130112,-0.10409,-0.096396,-0.002565,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,315,10.5,30.0,400,600,center,1,200.0,222.355752,-22.355752,20.0,DIREITA,20.0,20.0,1,1,1,1,57.61766864093759,387.0938355272661,77.61766864093758,222.35575208410182,367.0938355272661,1.0,1.0,39407.51750967563,12245.409497141127,210.8077,4.74366,329.476167,-0.135705,-0.108564,-0.099438,-0.003042,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,316,10.533333,30.0,400,600,center,1,200.0,223.270398,-23.270398,20.0,DIREITA,20.0,20.0,1,1,1,1,58.540675448965665,388.00012050232573,78.54067544896566,223.2703979756457,368.00012050232573,1.0,1.0,26156.55145979089,8326.26928825046,189.4058,5.279669,329.459445,-0.141264,-0.113011,-0.102831,-0.003393,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,317,10.566667,30.0,400,600,center,1,200.0,224.275341,-24.275341,20.0,DIREITA,20.0,20.0,1,1,1,1,59.573753346809404,388.97692915541313,79.57375334680941,224.27534125111126,368.97692915541313,1.0,1.0,17892.513922422004,6299.241363916124,193.0127,5.181006,329.403176,-0.14739,-0.117912,-0.106601,-0.00377,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,318,10.6,30.0,400,600,center,1,200.0,225.316334,-25.316334,20.0,DIREITA,20.0,20.0,1,1,1,1,60.59705726617524,390.0356117120168,80.59705726617524,225.31633448909602,370.0356117120168,1.0,1.0,12330.483036040687,5047.246128360822,218.0558,4.585982,329.438554,-0.153694,-0.122955,-0.11069,-0.004088,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,319,10.633333,30.0,400,600,center,1,200.0,226.466749,-26.466749,20.0,DIREITA,20.0,20.0,1,1,1,1,61.758887734285274,391.17461107122466,81.75888773428528,226.46674940275497,371.17461107122466,1.0,1.0,9181.571225090893,4199.447376485903,213.759,4.678166,329.415723,-0.160689,-0.128551,-0.115155,-0.004465,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,320,10.666667,30.0,400,600,center,1,200.0,227.594795,-27.594795,20.0,DIREITA,20.0,20.0,1,1,1,1,62.92378960519271,392.26580041308273,82.92378960519271,227.59479500913773,372.26580041308273,1.0,1.0,7186.303388348884,3587.196827398371,223.8863,4.466553,329.342011,-0.167575,-0.13406,-0.119881,-0.004726,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,321,10.7,30.0,400,600,center,1,200.0,228.743429,-28.743429,20.0,DIREITA,20.0,20.0,1,1,1,1,64.1924928361216,393.2943653928308,84.1924928361216,228.7434291144762,373.2943653928308,1.0,1.0,5977.261457604728,3152.5451024745594,219.7372,4.550891,329.101873,-0.174678,-0.139742,-0.124847,-0.004965,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,322,10.733333,30.0,400,600,center,1,200.0,229.825932,-29.825932,20.0,DIREITA,20.0,20.0,1,1,1,1,65.42310444976539,394.2287591750977,85.42310444976539,229.82593181243155,374.2287591750977,1.0,1.0,5179.021897060822,2839.160607413827,218.8245,4.569872,328.805655,-0.18142,-0.145136,-0.129919,-0.005072,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,323,10.766667,30.0,400,600,center,1,200.0,230.842839,-30.842839,20.0,DIREITA,20.0,20.0,1,1,1,1,66.59957640171349,395.08610066539546,86.59957640171349,230.84283853355447,375.08610066539546,1.0,1.0,4621.432579071866,2606.5797295692855,214.3102,4.666133,328.486524,-0.187788,-0.15023,-0.134997,-0.005078,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,324,10.8,30.0,400,600,center,1,200.0,231.844932,-31.844932,20.0,DIREITA,20.0,20.0,1,1,1,1,67.7901444047639,395.89972012080364,87.7901444047639,231.84493226278374,375.89972012080364,1.0,1.0,4213.249224055134,2431.5637007603996,220.7673,4.529656,328.109576,-0.194112,-0.155289,-0.14007,-0.005073,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,325,10.833333,30.0,400,600,center,1,200.0,232.870566,-32.870566,20.0,DIREITA,20.0,20.0,1,1,1,1,68.95632789595653,396.78480388820765,88.95632789595653,232.87056589208208,376.78480388820765,1.0,1.0,3908.9677026986624,2313.6502363417717,217.1039,4.60609,327.828476,-0.200535,-0.160428,-0.145159,-0.00509,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,326,10.866667,30.0,400,600,center,1,200.0,234.015254,-34.015254,20.0,DIREITA,20.0,20.0,1,1,1,1,70.0278445158634,398.0026628811927,90.0278445158634,234.01525369852806,378.0026628811927,1.0,1.0,3655.400057429087,2277.344739485102,202.2262,4.944958,327.974818,-0.207426,-0.165941,-0.150355,-0.005195,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,327,10.9,30.0,400,600,center,1,200.0,235.461292,-35.461292,20.0,DIREITA,20.0,20.0,1,1,1,1,71.25867713818134,399.66390720978774,91.25867713818134,235.46129217398456,379.66390720978774,1.0,1.0,3480.4520603308883,2312.40286111299,216.8043,4.612455,328.40523,-0.215961,-0.172768,-0.155958,-0.005603,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,328,10.933333,30.0,400,600,center,1,200.0,237.221002,-37.221002,20.0,DIREITA,20.0,20.0,1,1,1,1,72.52117822783332,401.9208251706202,92.52117822783332,237.22100169922675,381.9208251706202,1.0,1.0,3350.4258559079026,2435.6500526727823,215.3736,4.643095,329.399647,-0.225993,-0.180794,-0.162167,-0.006209,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,329,10.966667,30.0,400,600,center,1,200.0,239.343379,-39.343379,20.0,DIREITA,20.0,20.0,1,1,1,1,73.65055294791973,405.036204162117,93.65055294791973,239.3433785550184,385.036204162117,1.0,1.0,3233.798943337206,2692.4573071356795,203.6877,4.909477,331.385651,-0.237448,-0.189958,-0.169115,-0.006948,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,330,11.0,30.0,400,600,center,1,200.0,242.491204,-42.491204,20.0,DIREITA,20.0,20.0,1,1,1,1,74.75654208952447,410.22586582169663,94.75654208952447,242.49120395561053,390.22586582169663,1.0,1.0,3147.4271208841715,3321.6906112879046,211.6255,4.725328,335.469324,-0.253324,-0.202659,-0.177501,-0.008386,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,331,11.033333,30.0,400,600,center,1,200.0,245.109498,-45.109498,20.0,DIREITA,20.0,20.0,1,1,1,1,75.89458511264047,414.32441167470154,95.89458511264047,245.109498393671,394.32441167470154,1.0,1.0,3093.6072612188314,4135.177550010462,209.6867,4.76902,338.429827,-0.266581,-0.213265,-0.186442,-0.008941,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,332,11.066667,30.0,400,600,center,1,200.0,247.201789,-47.201789,20.0,DIREITA,20.0,20.0,1,1,1,1,77.03527788572076,417.3682999734886,97.03527788572076,247.20178892960467,397.3682999734886,1.0,1.0,3061.9202377237116,5142.90725949303,204.7684,4.883566,340.333022,-0.277386,-0.221909,-0.195309,-0.008867,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,333,11.1,30.0,400,600,center,1,200.0,248.889725,-48.889725,20.0,DIREITA,20.0,20.0,1,1,1,1,78.14983200094609,419.6296181934894,98.14983200094609,248.88972509721773,399.6296181934894,1.0,1.0,3048.9103372681993,6389.626760125575,256.1078,3.904606,341.479786,-0.28634,-0.229072,-0.20375,-0.008441,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,334,11.133333,30.0,400,600,center,1,200.0,250.216513,-50.216513,20.0,DIREITA,20.0,20.0,1,1,1,1,79.22495839688288,421.2080666911655,99.22495839688288,250.21651254402417,401.2080666911655,1.0,1.0,3050.212062940687,7884.172597647859,232.1537,4.307491,341.983108,-0.293678,-0.234943,-0.211548,-0.007798,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,335,11.166667,30.0,400,600,center,1,200.0,251.196618,-51.196618,20.0,DIREITA,20.0,20.0,1,1,1,1,80.2344105673566,422.1588262720378,100.2344105673566,251.1966184196972,402.1588262720378,1.0,1.0,3060.0540255122282,9545.22960575354,217.3453,4.600974,341.924416,-0.299462,-0.239569,-0.218553,-0.007005,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,336,11.2,30.0,400,600,center,1,200.0,251.851924,-51.851924,20.0,DIREITA,20.0,20.0,1,1,1,1,81.21823832204076,422.4856088016692,101.21823832204076,251.85192356185496,402.4856088016692,1.0,1.0,3087.821885209771,11306.088155292367,214.3498,4.665271,341.26737,-0.303879,-0.243103,-0.224691,-0.006137,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,337,11.233333,30.0,400,600,center,1,200.0,252.119511,-52.119511,20.0,DIREITA,20.0,20.0,1,1,1,1,82.15955988073395,422.0794612875078,102.15955988073395,252.1195105841209,402.0794612875078,1.0,1.0,3135.2715883717105,12642.31877439885,206.2479,4.848534,339.919901,-0.306658,-0.245326,-0.229849,-0.005159,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,338,11.266667,30.0,400,600,center,1,200.0,252.120441,-52.120441,20.0,DIREITA,20.0,20.0,1,1,1,1,83.0961075895016,421.14477508233966,103.0961075895016,252.12044133592065,401.14477508233966,1.0,1.0,3204.185738385739,13480.980810765244,200.0449,4.998878,338.048667,-0.308361,-0.246688,-0.234059,-0.00421,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,339,11.3,30.0,400,600,center,1,200.0,251.915546,-51.915546,20.0,DIREITA,20.0,20.0,1,1,1,1,84.06172624176568,419.7693648125213,104.06172624176568,251.91554552714348,399.7693648125213,1.0,1.0,3313.3666536234937,13935.218745503998,205.6598,4.862399,335.707639,-0.30929,-0.247432,-0.237402,-0.003343,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,340,11.333333,30.0,400,600,center,1,200.0,251.738562,-51.738562,20.0,DIREITA,20.0,20.0,1,1,1,1,85.01511077192457,418.46201374529255,105.01511077192457,251.73856225860854,398.46201374529255,1.0,1.0,3504.7995403780697,15257.484671526287,215.4372,4.641724,333.446903,-0.310326,-0.248261,-0.240117,-0.002715,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,341,11.366667,30.0,400,600,center,1,200.0,251.377039,-51.377039,20.0,DIREITA,20.0,20.0,1,1,1,1,86.00998817606103,416.7440898184308,106.00998817606103,251.3770389972459,396.7440898184308,1.0,1.0,3746.6625559735385,16005.203428782752,215.2672,4.64539,330.734102,-0.310685,-0.248548,-0.242225,-0.002108,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,342,11.4,30.0,400,600,center,1,200.0,250.943615,-50.943615,20.0,DIREITA,20.0,20.0,1,1,1,1,87.18041421917123,414.7068150053324,107.18041421917123,250.9436146122518,394.7068150053324,1.0,1.0,4009.779515222905,16133.0129737234,210.7853,4.744164,327.526401,-0.311081,-0.248865,-0.243885,-0.00166,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,343,11.433333,30.0,400,600,center,1,200.0,250.504527,-50.504527,20.0,DIREITA,20.0,20.0,1,1,1,1,88.48116704534263,412.5278861758429,108.48116704534263,250.50452661059276,392.5278861758429,1.0,1.0,4445.547936126335,16100.50856643689,241.9007,4.133928,324.046719,-0.311711,-0.249369,-0.245256,-0.001371,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,344,11.466667,30.0,400,600,center,1,200.0,250.376311,-50.376311,20.0,DIREITA,20.0,20.0,1,1,1,1,90.45980103434331,410.29282073550473,110.45980103434331,250.37631088492404,390.29282073550473,1.0,1.0,5486.576026056293,15909.334585588538,239.9581,4.167394,319.83302,-0.315016,-0.252013,-0.246945,-0.001689,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,345,11.5,30.0,400,600,center,1,200.0,250.049244,-50.049244,20.0,DIREITA,20.0,20.0,1,1,1,1,91.90297556406404,408.1955131892278,111.90297556406404,250.04924437664596,388.1955131892278,1.0,1.0,6827.095420152976,16575.52128934144,245.113,4.079751,316.292538,-0.316474,-0.25318,-0.248504,-0.001559,DIREITA,0,0
video_02,data/raw/video_02.mp4,config/video_02_params.json,346,11.533333,30.0,400,600,center,1,200.0,249.646546,-49.646546,20.0,DIREITA,20.0,20.0,1,1,1,1,93.18010954648824,406.1129830816061,113.18010954648824,249.64654631404716,386.1129830816061,1.0,1.0,8921.902154304857,17495.369579565515,256.6055,3.897033,312.932874,-0.317298,-0.253839,-0.249837,-0.001334,DIREITA,0,0
